ORCA_URN	AnalyzedText	ExemplarUrn	Analysis	TextDeformation	Sequence
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2441	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.2@ὡς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.2.72	urn:cite2:fufolio:tokenTypes.v1:word	ὡς	2441
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2442	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.2@Ἀριστοτέλης[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.2.73	urn:cite2:fufolio:tokenTypes.v1:word	Ἀριστοτέλης	2442
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2443	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.2@ἱστόρηκε[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.2.74	urn:cite2:fufolio:tokenTypes.v1:word	ἱστόρηκε	2443
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2444	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.2@.[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.2.75	urn:cite2:fufolio:tokenTypes.v1:punc	.	2444
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2445	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@καὶ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.1	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	2445
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2446	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@ταχὺ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.2	urn:cite2:fufolio:tokenTypes.v1:word	ταχὺ	2446
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2447	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@θεωρικοῖς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.3	urn:cite2:fufolio:tokenTypes.v1:word	θεωρικοῖς	2447
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2448	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@καὶ[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.4	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	2448
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2449	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@δικαστικοῖς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.5	urn:cite2:fufolio:tokenTypes.v1:word	δικαστικοῖς	2449
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2450	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@λήμμασιν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.6	urn:cite2:fufolio:tokenTypes.v1:word	λήμμασιν	2450
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2451	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@ἄλλαις[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.7	urn:cite2:fufolio:tokenTypes.v1:word	ἄλλαις	2451
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2452	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@τε[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.8	urn:cite2:fufolio:tokenTypes.v1:word	τε	2452
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2453	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@μισθοφοραῖς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.9	urn:cite2:fufolio:tokenTypes.v1:word	μισθοφοραῖς	2453
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2454	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@καὶ[3]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.10	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	2454
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2455	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@χορηγίαις[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.11	urn:cite2:fufolio:tokenTypes.v1:word	χορηγίαις	2455
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2456	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@συνδεκάσας[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.12	urn:cite2:fufolio:tokenTypes.v1:word	συνδεκάσας	2456
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2457	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@τὸ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.13	urn:cite2:fufolio:tokenTypes.v1:word	τὸ	2457
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2458	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@πλῆθος[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.14	urn:cite2:fufolio:tokenTypes.v1:word	πλῆθος	2458
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2459	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@,[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.15	urn:cite2:fufolio:tokenTypes.v1:punc	,	2459
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2460	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@ἐχρῆτο[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.16	urn:cite2:fufolio:tokenTypes.v1:word	ἐχρῆτο	2460
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2461	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@κατὰ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.17	urn:cite2:fufolio:tokenTypes.v1:word	κατὰ	2461
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2462	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@τῆς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.18	urn:cite2:fufolio:tokenTypes.v1:word	τῆς	2462
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2463	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@ἐξ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.19	urn:cite2:fufolio:tokenTypes.v1:word	ἐξ	2463
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2464	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@Ἀρείου[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.20	urn:cite2:fufolio:tokenTypes.v1:word	Ἀρείου	2464
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2465	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@πάγου[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.21	urn:cite2:fufolio:tokenTypes.v1:word	πάγου	2465
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2466	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@βουλῆς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.22	urn:cite2:fufolio:tokenTypes.v1:word	βουλῆς	2466
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2467	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@,[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.23	urn:cite2:fufolio:tokenTypes.v1:punc	,	2467
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2468	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@ἧς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.24	urn:cite2:fufolio:tokenTypes.v1:word	ἧς	2468
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2469	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@αὐτὸς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.25	urn:cite2:fufolio:tokenTypes.v1:word	αὐτὸς	2469
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2470	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@οὐ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.26	urn:cite2:fufolio:tokenTypes.v1:word	οὐ	2470
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2471	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@μετεῖχε[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.27	urn:cite2:fufolio:tokenTypes.v1:word	μετεῖχε	2471
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2472	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@διὰ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.28	urn:cite2:fufolio:tokenTypes.v1:word	διὰ	2472
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2473	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@τὸ[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.29	urn:cite2:fufolio:tokenTypes.v1:word	τὸ	2473
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2474	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@μήτ'[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.30	urn:cite2:fufolio:tokenTypes.v1:word	μήτ'	2474
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2475	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@ἄρχων[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.31	urn:cite2:fufolio:tokenTypes.v1:word	ἄρχων	2475
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2476	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@μήτε[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.32	urn:cite2:fufolio:tokenTypes.v1:word	μήτε	2476
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2477	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@θεσμοθέτης[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.33	urn:cite2:fufolio:tokenTypes.v1:word	θεσμοθέτης	2477
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2478	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@μήτε[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.34	urn:cite2:fufolio:tokenTypes.v1:word	μήτε	2478
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2479	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@βασιλεὺς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.35	urn:cite2:fufolio:tokenTypes.v1:word	βασιλεὺς	2479
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2480	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@μήτε[3]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.36	urn:cite2:fufolio:tokenTypes.v1:word	μήτε	2480
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2481	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@πολέμαρχος[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.37	urn:cite2:fufolio:tokenTypes.v1:word	πολέμαρχος	2481
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2482	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@λαχεῖν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.38	urn:cite2:fufolio:tokenTypes.v1:word	λαχεῖν	2482
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2483	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.3@.[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.3.39	urn:cite2:fufolio:tokenTypes.v1:punc	.	2483
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2484	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@αὗται[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.1	urn:cite2:fufolio:tokenTypes.v1:word	αὗται	2484
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2485	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@γὰρ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.2	urn:cite2:fufolio:tokenTypes.v1:word	γὰρ	2485
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2486	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@αἱ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.3	urn:cite2:fufolio:tokenTypes.v1:word	αἱ	2486
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2487	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@ἀρχαὶ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.4	urn:cite2:fufolio:tokenTypes.v1:word	ἀρχαὶ	2487
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2488	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@κληρωταί[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.5	urn:cite2:fufolio:tokenTypes.v1:word	κληρωταί	2488
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2489	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@τ'[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.6	urn:cite2:fufolio:tokenTypes.v1:word	τ'	2489
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2490	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@ἦσαν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.7	urn:cite2:fufolio:tokenTypes.v1:word	ἦσαν	2490
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2491	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@ἐκ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.8	urn:cite2:fufolio:tokenTypes.v1:word	ἐκ	2491
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2492	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@παλαιοῦ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.9	urn:cite2:fufolio:tokenTypes.v1:word	παλαιοῦ	2492
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2493	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@,[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.10	urn:cite2:fufolio:tokenTypes.v1:punc	,	2493
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2494	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@καὶ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.11	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	2494
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2495	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@δι'[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.12	urn:cite2:fufolio:tokenTypes.v1:word	δι'	2495
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2496	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@αὐτῶν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.13	urn:cite2:fufolio:tokenTypes.v1:word	αὐτῶν	2496
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2497	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@οἱ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.14	urn:cite2:fufolio:tokenTypes.v1:word	οἱ	2497
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2498	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@δοκιμασθέντες[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.15	urn:cite2:fufolio:tokenTypes.v1:word	δοκιμασθέντες	2498
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2499	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@ἀνέβαινον[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.16	urn:cite2:fufolio:tokenTypes.v1:word	ἀνέβαινον	2499
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2500	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@εἰς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.17	urn:cite2:fufolio:tokenTypes.v1:word	εἰς	2500
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2501	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@Ἄρειον[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.18	urn:cite2:fufolio:tokenTypes.v1:word	Ἄρειον	2501
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2502	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@πάγον[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.19	urn:cite2:fufolio:tokenTypes.v1:word	πάγον	2502
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2503	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.4@.[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.4.20	urn:cite2:fufolio:tokenTypes.v1:punc	.	2503
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2504	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@διὸ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.1	urn:cite2:fufolio:tokenTypes.v1:word	διὸ	2504
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2505	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@καὶ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.2	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	2505
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2506	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@μᾶλλον[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.3	urn:cite2:fufolio:tokenTypes.v1:word	μᾶλλον	2506
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2507	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@ἰσχύσας[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.4	urn:cite2:fufolio:tokenTypes.v1:word	ἰσχύσας	2507
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2508	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@ὁ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.5	urn:cite2:fufolio:tokenTypes.v1:word	ὁ	2508
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2509	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@Περικλῆς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.6	urn:cite2:fufolio:tokenTypes.v1:word	Περικλῆς	2509
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2510	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@ἐν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.7	urn:cite2:fufolio:tokenTypes.v1:word	ἐν	2510
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2511	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@τῷ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.8	urn:cite2:fufolio:tokenTypes.v1:word	τῷ	2511
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2512	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@δήμῳ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.9	urn:cite2:fufolio:tokenTypes.v1:word	δήμῳ	2512
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2513	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@κατεστασίασε[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.10	urn:cite2:fufolio:tokenTypes.v1:word	κατεστασίασε	2513
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2514	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@τὴν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.11	urn:cite2:fufolio:tokenTypes.v1:word	τὴν	2514
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2515	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@βουλήν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.12	urn:cite2:fufolio:tokenTypes.v1:word	βουλήν	2515
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2516	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@,[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.13	urn:cite2:fufolio:tokenTypes.v1:punc	,	2516
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2517	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@ὥστε[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.14	urn:cite2:fufolio:tokenTypes.v1:word	ὥστε	2517
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2518	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@τὴν[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.15	urn:cite2:fufolio:tokenTypes.v1:word	τὴν	2518
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2519	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@μὲν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.16	urn:cite2:fufolio:tokenTypes.v1:word	μὲν	2519
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2520	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@ἀφαιρεθῆναι[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.17	urn:cite2:fufolio:tokenTypes.v1:word	ἀφαιρεθῆναι	2520
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2521	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@τὰς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.18	urn:cite2:fufolio:tokenTypes.v1:word	τὰς	2521
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2522	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@πλείστας[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.19	urn:cite2:fufolio:tokenTypes.v1:word	πλείστας	2522
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2523	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@κρίσεις[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.20	urn:cite2:fufolio:tokenTypes.v1:word	κρίσεις	2523
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2524	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@δι'[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.21	urn:cite2:fufolio:tokenTypes.v1:word	δι'	2524
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2525	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@Ἐφιάλτου[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.22	urn:cite2:fufolio:tokenTypes.v1:word	Ἐφιάλτου	2525
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2526	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@,[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.23	urn:cite2:fufolio:tokenTypes.v1:punc	,	2526
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2527	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@Κίμωνα[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.24	urn:cite2:fufolio:tokenTypes.v1:word	Κίμωνα	2527
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2528	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@δ'[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.25	urn:cite2:fufolio:tokenTypes.v1:word	δ'	2528
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2529	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@ὡς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.26	urn:cite2:fufolio:tokenTypes.v1:word	ὡς	2529
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2530	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@φιλολάκωνα[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.27	urn:cite2:fufolio:tokenTypes.v1:word	φιλολάκωνα	2530
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:2531	urn:cts:greekLit:tlg0007.tlg012.ziegler:9.5@καὶ[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:9.5.28	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	2531
